EID,ArticleType,Abstract,College,Department,Year
2-s2.0-80054962691,Article,"Social networks tend to contain some amount of randomness and some amount of nonrandomness. The amount of randomness versus nonrandomness affects the properties of a social network. In this paper, we theoretically analyze graph randomness and present a framework which provides a series of nonrandomness measures at levels of edge, node, subgraph, and the overall graph. We show that graph nonrandomness can be obtained mathematically from the spectra of the adjacency matrix of the network. We derive the upper bound and lower bound of nonrandomness value of the overall graph. We investigate whether other graph spectra (such as Laplacian and normal spectra) could also be used to derive a nonrandomness framework. Our theoretical results showed that they are unlikely, if not impossible, to have a consistent framework to evaluate randomness. We also compare our proposed nonrandomness measures with some traditional measures such as modularity. Our theoretical and empirical studies show our proposed nonrandomness measures can characterize and capture graph randomness.",Computing and Informatics,SIS,2011.0
2-s2.0-80054967240,Article,"Grounded in a constructionist paradigm, this study examined elementary school teachers' learning while creating technology-rich instructional materials. Sixteen teachers at an elementary school were interviewed about their experience. Using the components of Technological Pedagogical and Content Knowledge as an analytical framework, inductive qualitative analysis indicated that these professional learning activities led to teachers' growth primarily in technological knowledge, technological pedagogical knowledge and content knowledge. These findings as well as implications for designing professional learning activities for teachers are also shared.",Education,Reading and Elementary Education,2011.0
2-s2.0-80054979890,Conference Paper,"Botnets continue to be a critical tool for hackers in exploiting vulnerabilities of systems and destructing computer networks. Botnet monitoring is a method used to study and identify malicious capabilities of a botnet, but current botnet monitoring projects mainly identify the magnitude of the botnet problem and tend to overt some fundamental problems, such as the diversified sources of the attacks. Most malicious botnets have the ability to be rented out to a broad range of potential customers, allowing each customer to launch different attacks from the other. Consequently, under the control of multiple botmasters, various attacks and transactions at different times attempt to damage networked infrastructures. In this paper we propose a multi-layered analysis system called MasterBlaster which identifies the communication characteristics of a botmaster in botnet transactions and correlates those characteristics with evolutionary changes within botnet communication channels. Our results show the level of involvement of the monitored botmasters within a botnet as well as their general motives. Our system clearly indicates that the investigation of each botmaster and analysis of botmaster interactions are essential to cope with net-centric attacks caused by botnets.",Computing and Informatics,SIS,2011.0
2-s2.0-80054991807,Article,"In this paper, a covariance-free iterative algorithm is developed to achieve distributed principal component analysis on high-dimensional data sets that are vertically partitioned. We have proved that our iterative algorithm converges monotonously with an exponential rate. Different from existing techniques that aim at approximating the global PCA, our covariance-free iterative distributed PCA (CIDPCA) algorithm can estimate the principal components directly without computing the sample covariance matrix. Therefore a significant reduction on transmission costs can be achieved. Furthermore, in comparison to existing distributed PCA techniques, CIDPCA can provide more accurate estimations of the principal components and classification results. We have demonstrated the superior performance of CIDPCA through the studies of multiple real-world data sets.",Computing and Informatics,Computer Science,2012.0
2-s2.0-80055047271,Article,"Background: Structural insight from transcription factor-DNA (TF-DNA) complexes is of paramount importance to our understanding of the affinity and specificity of TF-DNA interaction, and to the development of structure-based prediction of TF binding sites. Yet the majority of the TF-DNA complexes remain unsolved despite the considerable experimental efforts being made. Computational docking represents a promising alternative to bridge the gap. To facilitate the study of TF-DNA docking, carefully designed benchmarks are needed for performance evaluation and identification of the strengths and weaknesses of docking algorithms. Results: We constructed two benchmarks for flexible and rigid TF-DNA docking respectively using a unified non-redundant set of 38 test cases. The test cases encompass diverse fold families and are classified into easy and hard groups with respect to the degrees of difficulty in TF-DNA docking. The major parameters used to classify expected docking difficulty in flexible docking are the conformational differences between bound and unbound TFs and the interaction strength between TFs and DNA. For rigid docking in which the starting structure is a bound TF conformation, only interaction strength is considered. Conclusions: We believe these benchmarks are important for the development of better interaction potentials and TF-DNA docking algorithms, which bears important implications to structure-based prediction of transcription factor binding sites and drug design.",Computing and Informatics,Bioinformatics,2011.0
2-s2.0-80155168937,Conference Paper,"Recently, video sharing services such as YouTube and Daily-motion have become popular and many videos taken with mobile video cameras are uploaded to such a video sharing service. However, such videos can infringe on the privacy right of people in the videos because they may contain privacy sensitive information (PSI) of the people, i.e., their appearances. This strongly motivates us to develop a technique to generate privacy-protected videos. In this paper, we propose a novel system for automatic generation of privacy-protected videos based on background estimation. In most conventional techniques, objects that contain PSI are detected and obscured by, e.g., blurring. Conversely, in our system, background pixels are estimated and then substituted with intended human objects that are essential for the camera person's capture intention. We quantitatively evaluate our system to demonstrate its potential applicability.",Computing and Informatics,Computer Science,2011.0
2-s2.0-80455129098,Article,"This column provides brief summaries of transition-related articles published in 2010 in other professional journals. The 64 articles included descriptive, experimental, and qualitative research as well as program descriptions, conceptual articles, and practitioner pieces. Addressed were all areas of Kohler's (1996) taxonomy for transition programming: family involvement, interagency collaboration, program structure, student development, and student-focused planning.",Education,Counseling,2011.0
2-s2.0-80455129747,Article,"Tinnitus problems affect a significant portion of the population and are difficult to treat. Sound therapy for Tinnitus is a promising, expensive, and complex treatment, where the complete process may span from several months to a couple of years. The goal of this research is to explore different combinations of important factors leading to a significant recovery, and their relationships to different category of Tinnitus problems. Our findings are extracted from the data stored in a clinical database, where confidential information had been stripped off. The domain knowledge spans different disciplines such as otology as well as audiology. Complexities were encountered with temporal data and text data of certain features. New temporal features together with rule generating techniques and clustering methods are presented with a ultimate goal to explore the relationships among the treatment factors and to learn the essence of Tinnitus problems.",Computing and Informatics,Computer Science,2011.0
2-s2.0-80455160314,Article,"Studies on open source software (OSS) have shown that the license under which an OSS is released has an impact on the success or failure of the software. In this paper, we model the relationship between an OSS developer's utility, the effort that goes into developing an OSS, his attitude towards the freedom to choose an OSS license, and the choice of OSS license. We find that the larger the effort to develop OSS, the more is the likelihood that the OSS license would be free from restrictions. Interestingly, the result holds even when all OSS developers prefer restrictive licenses or less-restrictive license. The results suggest that least-restrictive or non-copyleft license will dominate other types of OSS license when a large effort is required to develop derivative software. On the other hand, most-restrictive or strong-copyleft licenses will be the dominant license when minimal effort is required to develop the original OSS and the derivative software.",Business,BISOM,2011.0
2-s2.0-80455168118,Conference Paper,"This research has developed the concept of invariant rules for monitoring data in a service-oriented environment that allows concurrent data accessibility with relaxed isolation. The invariant rule approach is an extension of the assurance point concept, where an assurance point is a logical and physical checkpoint that is used to store critical data values and to check pre and post conditions related to service execution. Invariant rules provide a stronger way of monitoring constraints and guaranteeing that a condition holds for a specific duration of execution as defined by starting and ending assurance points, using the change notification capabilities of Delta-Enabled Grid Services. This paper outlines the specification of invariant rules as well as the invariant monitoring system for activating invariants, evaluating invariant rule conditions, and deactivating invariants. The system is supported by an invariant evaluation web service that uses materialized views for more efficient re-evaluation of invariant rule conditions. The research includes a performance analysis of the invariant evaluation Web Service. The strength of the invariant rule technique is that it provides a way to monitor data consistency in an environment where the coordinated locking of data items across multiple service executions is not possible.",Computing and Informatics,Computer Science,2011.0
2-s2.0-80455168141,Article,"Both communicative planning theory and competing values models of public administration suggest attitudinal differences should exist between planners employed by private firms and those employed by government entities to the extent the perceptions of the former group are influenced by market forces to a greater degree than the latter. To test this, nine ordinal regression models were estimated using data collected from a national survey of 1,299 American Planning Association (APA) members. Planners employed in the public sector were found to be consistently more optimistic than private sector planners about government's ability to manage political pressures and competing interests in the planning process. The results not only underscore the importance of existing planning and public administration theory but also offer a starting point to consider how sectoral differences in planners' attitudes may influence outsourcing arrangements, public-private partnerships and other forms of cross-sector collaboration.",Business,Economics,2011.0
2-s2.0-80455168151,Article,"This study proposes and tests a model of affective organizational commitment that seeks to capture aspects of the unique institutional context of public organizations. An analysis of survey data from seven public sector organizations suggests external control increases organizational goal ambiguity and two types of bureaucratic red tape, which, in turn, negatively affects affective commitment. Although personnel red tape has a direct adverse impact on affective commitment, procurement red tape is not found to have a significant effect. Organizational goal ambiguity's influence on affective organizational commitment, however, is mediated through its effect on centralization and role ambiguity. The study concludes with a discussion of the implications of these relationships and possible explanations for instances when findings are not consistent with expectations.",Liberal Arts and Sciences,Political Science and Public Administration,2011.0
2-s2.0-80455178613,Article,"School superintendents annually need to gain affirmative votes from their governing bodies to approve their district budgets. This paper proposes a framework through which the superintendent can express the district's educational needs and concomitant resource allocations in conceptual terms rather than in multi-columned ledgers. The framework calls for transparency, the involvement of all stakeholders and simplicity. It posits the superintendent in the vital leadership position of being the catalyst for orchestrating change for continuous improvement across the district. Components of the framework include repositories for concepts including: staffing, programme improvement, curriculum development and capital outlay.",Education,Educational Leadership,2011.0
2-s2.0-80655144859,"General Publications (Press, Editorials, Letters)","Cleft care is generally characterized by staged, carefully timed surgeries and long-term, team-centered follow-up. Acute and chronic crises can wreak havoc on the comprehensive team care required by children with craniofacial anomalies. In addition, there is evidence that crises, including natural disasters and chronic disruptions, such as political turmoil and poverty, can lead to an increased incidence of craniofacial anomalies. The purpose of this article is to delineate the impact of acute and chronic crises on cleft care. Hurricane Katrina in New Orleans, Louisiana, in 2005, resulted in an acute crisis that temporarily disrupted the infrastructure necessary to deliver cleft care; chronic turmoil in the West Bank/Palestine has resulted in an absence of infrastructure to deliver cleft care. Through these central examples, this article will illustrate - through the prism of cleft care - the need for (1) disaster preparedness for acute crises, (2) changing needs following acute crises that may lead to persistent chronic disruption, and (3) baseline and long-term monitoring of population changes after a disaster has disrupted a health care delivery system.",CHHS,Public Health,2011.0
2-s2.0-80655149516,Article,"Objective: To examine social issues in the conduct of cleft and craniofacial care through relief programs in disrupted crisis contexts. Method: Social, health policy, and ethical analyses. Results: At best, craniofacial team care is multidisciplinary, coordinated, and sustained, requiring a long-term relationship between team members, patients, and families. Disasters and societal turmoil interrupt such relationships, causing craniofacial care to become a secondary concern. Providing craniofacial team care in a crisis setting requires rebuilding disrupted coordination and communication. Crisis relief care involves a complex set of expectations and responsibilities and raises issues such as (1) quality assurance, infection control, appropriate standards of care, and follow-up care/continuity; (2) equity of access to services and clinical ethics in the context of war and/or deprivation; (3) training of visitors in the local nation or site; (4) disciplinary composition of teams, interprofessional communication/ rivalry, and credentials of clinicians; (5) ownership of the site and local visitor relations; (6) fundraising and marketing strategies; and (7) ethical issues in the doctor-patient relationship. Conclusions: Specific ethical standards for international cleft and craniofacial care delivery also apply to domestic and global crisis relief contexts. Guidance on issues related to professional experience, informed consent, and continuity of care will help care providers address social and ethical issues raised in crisis relief programs. This paper proposes that the Position Paper of the American Cleft Palate-Craniofacial Association (ACPA) on International Treatment Programs should be used as a template to develop and disseminate a set of standards that apply to crisis relief.",CHHS,Public Health,2011.0
2-s2.0-80755156242,Article,"In this article, the authors describe self-efficacy building activities that practitioners can use in the preparation of teachers who are efficacious in their ability to teach African American students. The general principle underlying these suggested activities is that preparing teachers should entail fostering the development of competence and confidence. Becoming an effective teacher of African American students requires both the acquisition of related skills and the self-efficacy beliefs to put those skills to use. Practitioners are encouraged to explore ways in which these and similar activities can be incorporated into all facets of teacher education.",Education,Reading and Elementary Education,2011.0
2-s2.0-80755161458,Article,"This article examines the role of parent involvement-its meaning and effects-among a determined group of African American parents. We focus on some of the characteristics of involvement of a subset of African American parents in a larger program designed to enhance the math and science course selection of middle and high school students. As one of several factors related to school success, our findings confirm the centrality of parent participation and its implications among members of a historically marginalized group.",Liberal Arts and Sciences,Sociology,2011.0
2-s2.0-80755167768,Article,"Do domestic institutions affect how dictators respond to their political opposition? In this paper, I argue that institutionalization is key to understanding whether dictators respond to domestic opposition groups with concessions. I present a nominal typology of dictatorial opposition movements, arguing that the manner in which the opposition is incorporated into the regime reveals important information about the types of concessions dictators will likely provide. Using a system of endogenous equations, I show that dictators buy off some types of domestic opposition with material concessions and liberalize when they face other types of opposition. Because dictators often make decisions facing environmental constraints, however, I also argue that financial conditions can limit a dictator's ability to respond beneficently to the opposition.",Liberal Arts and Sciences,Political Science and Public Administration,2011.0
2-s2.0-80755168304,Conference Paper,"In this paper, we have addressed two key issues for leveraging large-scale loosely-tagged images for object classifier training: (a) loose object tags, e.g., multiple object tags are loosely given at the image level without identifying object locations in the images; (b) missing object tags, e.g., some object tags are missed and thus negative bags may contain positive instances. To address both the issues of loose object tags and missing object tags jointly, a novel multiple instance learning (MIL) algorithm is developed and it consists of the following key components: (1) An agreement value is defined for characterizing instance-tag relatedness; (2) Automatic instance clustering is performed and inter-cluster correlations are leveraged for agreement value refinement; (3) An automatic instance-tag alignment algorithm is developed for assigning multiple object tags into the most relevant image instances with maximum agreement values and determining uncertain image instances whose object tags are not available on the tag list (missing object tags); (4) Object co-occurrence contexts are leveraged to predict missing object tags for the uncertain image instances. Our experiments on large-scale loosely-tagged images have provided very positive results.",Computing and Informatics,Computer Science,2011.0
2-s2.0-80755175845,Article,"Objective: This study examined the likelihood that U.S. primary care physicians (PCPs) discuss and recommend prostate cancer screening with their patients and physician-related and practice-related factors associated with this behavior. Methods: We analyzed data from the 2007-2008 National Survey of Primary Care Physician Practices Regarding Prostate Cancer Screening (N=1,256), the most recent and comprehensive survey specifically designed to address issues concerning prostate cancer screening and representing nearly 95,000 PCPs. We evaluated the relationship between PCP behavior regarding prostate cancer screening discussions and covariates, including PCP demographic and practice-related factors. Weighted percentages and Chi-square tests were used to compare use of screening discussions by PCP characteristics. Adjusted odds of discussing screening and recommending the PSA test were determined from logistic regression. Results: Eighty percent of PCPs reported that they routinely discuss prostate cancer screening with all of their male patients, and 64.1% of PCPs who discussed screening with any patients reported that they attempted to talk their patients into getting the PSA test. In multivariate analyses, encouraging PSA testing was more likely among non-Hispanic black PCPs (OR=2.80, 95% CI [1.88, 4.16]), PCPs serving 100 or more patients per week (OR=2.16, 95% CI [1.38, 3.37]), and PCPs spending longer hours per week in direct patient care (31-40 hours: OR=1.90, 95% CI [1.13, 3.20]; 41 or more hours: OR=2.09, 95% CI [1.12, 3.88]), compared to their referents. PCPs in multi-specialty group practice were more likely to remain neutral or discourage PSA testing compared to PCPs in solo practice. Conclusions: Both individual and practice-related factors of PCPs were associated with the use of prostate cancer screening discussions by U.S. PCPs. Results from this study may prove valuable to researchers and clinicians and help guide the development and implementation of future prostate cancer screening interventions in the U.S.",CHHS,Public Health,2011.0
2-s2.0-80755182413,Conference Paper,"AGU Chapman Conference on the Galpagos as a Laboratory for the Earth Sciences; Puerto Ayora, Galpagos, Ecuador, 25-30 July 2011 An inspiration for Darwin's theory of evolution, the Galpagos Islands and surrounding waters are a natural laboratory for a wide range of Earth science topics. The Galpagos are perfectly situated for geophysical and geochemical investigations of deep-Earth processes at a hot spot, and proximity to a spreading center allows exploration of hot spot-ridge interactions. Several highly active volcanoes show rapid deformation facilitating investigation of melt transport paths and volcanic structure. The islands exhibit a range of ages, eruptive styles, and climatic zones that allow analysis of hydrogeologic and geomorphic processes. The Galpagos Islands are a World Heritage Site and are an ideal setting for developing an integrated biological and geological understanding of ocean island evolution.",Liberal Arts and Sciences,Geography and Earth Sciences,2011.0
2-s2.0-80755185328,Article,"This qualitative research study examined the experiences of one African American former college athlete and two athletic department academic advisors at a BCS Division University in the Southern Region of the United States. Given the catastrophic shortage of African American male K-12 teachers, the participants of this study were interviewed to examine the experiences of student athletes as they relate to exposure to teaching as a possible profession early in their academic career. Retrospective interviews were used Key themes that emerged from this study were: Incorrect Advising of student-athletes, Perceptions of the Academic Structure of Teacher Education, and Exposing Student-athletes to Possible Careers. Recommendations for practice based on the data from this study were made to generate a pathway from student-athlete to student-teacher in big-time college athletic programs.",Education,"Middle, Secondary, and K-12 Education",2011.0
2-s2.0-80855147471,Article,"Intimate partner violence (IPV) has been identified as a significant issue for pregnant and parenting adolescents. This study thematically analyzed data from focus groups with service providers (n = 43) who work with pregnant and parenting adolescents to learn about barriers and strategies for addressing IPV. Service providers described four primary barriers to addressing IPV with their adolescent clients: adolescent clients' definitions of love, intergenerational relationship patterns, cultural norms about gender and violence, and developmental-contextual considerations. Service providers also indicated that they respond to adolescents' IPV related concerns by taking steps to identify IPV, building working relationships, and taking appropriate follow-up action. Results suggest that providers can benefit from increased training and skill development in working with IPV, as well as working in interdisciplinary, collaborative teams to increase effectiveness with challenging cases. Programs should consider integrating IPV prevention initiatives that target broader social norms. Future research should pilot and test the effectiveness of targeted IPV training and programmatic interventions with service providers who work with this population.",CHHS,Social Work,2011.0
2-s2.0-81155148884,Article,"Background: Media use is associated with an increased risk of chronic disease and reduced quality of life among children. This study examined the relationship between media use during discretionary hours after school and psychological and physical assets among preadolescent girls. Methods: A cross-sectional analysis was conducted using data from a larger quasi-experimental evaluation of a positive youth development program through sport for third- to fifth-grade girls. Indicators of media use were the number of hours per school day spent watching television and videos and using computers. Psychological assets included global self-esteem, body size satisfaction, and commitment to physical activity; physical assets included physical activity. Nested random effects analysis of variance (ANOVA) models were used to examine the relationship between media use and psychological and physical assets controlling for relevant confounding factors. Results: The analytic sample included 1027 participants; most were ≥10 years old, non-White; 27% self-reported ≥4 hours of media use on school days. In adjusted results, media use was inversely associated with self-esteem (p = .008) and commitment to physical activity (p < .001). Time spent using media was not associated with body size satisfaction or physical activity in this age group. Conclusions: Media use was negatively associated with self-esteem and commitment to physical activity. It may be useful for school professionals to encourage after-school programs that offer opportunities for girls to reduce sedentary pursuits and improve important psychological and physical assets.",CHHS,Public Health,2011.0
2-s2.0-81255128130,Article,"This study was designed to examine women's experiences of weight loss during the postpartum period. Understanding women's positive and negative experiences can assist health care providers to successfully intervene in helping women lose weight following pregnancy and avoid long-term weight gain and obesity development. Design: Phenomenology, according to Husserl's perspective. Setting: Private location of the women's choosing. Participants: Twenty-six women, who ranged in age from 25 to 35 years, and had given birth within the last 5 years, were interviewed regarding their experiences with postpartum weight loss. The majority of the sample was Caucasian. Interviews were transcribed and themes were identified from each of the interviews. Comparisons were made between interviews to identify common experiences between women. Data were analyzed according to the Giorgi method. The women in the study had a wide range of experiences. Themes that emerged from the interviews related to women's challenges with return to prepregnancy weight. These included: time and motivation issues, the need for support, and weight and other struggles. This study provides a look inside the lives of women faced with the reality of losing weight after childbirth. Losing weight after delivery is multi-faceted and influenced by many factors. Interventions to assist women with weight loss should target the challenges described in this paper. When effective strategies are developed, education can be done during pregnancy to prepare for the postpartum period. Ultimately, future research efforts can help us to eliminate pregnancy as a risk factor for obesity in women.",CHHS,Nursing,2011.0
2-s2.0-81255166784,Article,"E-business standards are a key infrastructure for electronic commerce. In many industries, they are collaboratively developed by firms in an open and neutral industry consortium. It is imperative to understand what drives firms' resource investments in such consortia, as they are critical for the success of e-business standardization. Based on collective action theory, we propose a research model to investigate the drivers of standard development within consortia. We test the model through a data set of 232 firms from 7 consortia. Consistent with collective action theory, our results demonstrate that firms' interests, resource availability, and consortium management effectiveness jointly determine their resource expenditures within the consortium. However, our exploratory investigation indicates differences between vendors and users, as vendors are more motivated by perceived standard benefits whereas users are more motivated by perceived process benefits. Our research provides a deeper understanding of firms' behaviors within consortia and factors driving their standard making.",Business,BISOM,2011.0
2-s2.0-81255185175,Article,"This essay refines public relations pedagogy by demonstrating further the ways in which rhetorical instruction can be a good means of teaching public relations students critical thinking skills needed to be thoughtful, ethical, and reflective practitioners. We argue that exposing students to classes and techniques rooted in the rhetorical tradition can (1) help to prepare students for practice; (2) address criticism of the curriculum's limited functionalistic scope; (3) prepare students to both understand and interrogate public discourse generally. We establish the foundations of rhetoric's role in public relations and provide three pedagogical examples and classroom exercises, thus demonstrating the benefits of further incorporating this perspective into the public relations classroom. The pragmatic implications of those exercises and other efforts in infusing the rhetorical tradition into public relations pedagogy are discussed.",Liberal Arts and Sciences,Communication Studies,2011.0
2-s2.0-81255209508,Article,"In 2003, the child mortality rate in Kenya was 115/1000 children compared to 88/1000 average for Sub-Saharan African countries. This study sought to determine the effect of maternal education on immunization (n = 2,169) and nutritional status (n = 5,949) on child's health. Cross-sectional data, Kenya Demographic Health Survey (KDHS)-2003 were used for data analyses. 80% of children were stunted and 49% were immunized. After controlling for confounding, overall, children born to mothers with only a primary education were 2.17 times more likely to be fully immunized compared to those whose mothers lacked any formal education, P < 0.001. For nutrition, unadjusted results, children born to mothers with primary education were at 94% lower odds of having stunted growth compared to mothers with no primary education, P < 0.01. Policy implications for child health in Kenya should focus on increasing health knowledge among women for better child health outcomes.",CHHS,Public Health,2011.0
2-s2.0-81255210917,Article,"It is challenging for vertical standards consortia (VSCs) to succeed and thrive, since they need to serve heterogeneous members, their operations depend on members' voluntary contributions, and the social interactions within them can be complex to manage. Yet there is limited understanding of how such voluntary initiatives can sustain themselves. To fill the gap, we conceptualize VSCs as communities of practice and systematically explore their sustainability through the lens of theories underlying communities of practice and the resource-based model of sustainable social structures. Using the case study approach, we propose a multilevel framework that explains how critical member-level dynamics, consortium characteristics, and industry characteristics affect VSC sustainability.",Business,BISOM,2011.0
2-s2.0-81355134435,Article,"The purpose of this study was to examine how belief in a Just world (BJW), political ideology, religious Ideology, socioeconomic status of origin, and race relate to social Justice advocacy attitudes among school counseling professionals. A sequential multiple regression Indicated that political ideology and BJW were statistically significant variables. The results have several Implications regarding the training and development of school counselors. Additionally, recommendations for future research are explored.",Education,Educational Leadership,2011.0
2-s2.0-81355142819,Article,"Learning communities have become an integral part of the educational reform movement of the past two decades and have been heralded as a promising strategy for restructuring undergraduate education. This study used a matched control group design to examine the impact of participation in a psychology learning community (PLC) on a range of student success and involvement indicators. Results found that students across six cohorts of the PLC significantly outperformed non-PLC students on 1st-year grade point average and retention and on two measures of progression to degree, and were significantly more involved in the psychology major as measured by enrollment in undergraduate research and membership in Psi Chi. PLCs are discussed as an effective, cost-conscious, and flexible approach to curricular reform in psychology.",Liberal Arts and Sciences,Psychology,2011.0
2-s2.0-81355146726,Article,"This study presents an alternative assessment of the MODIS LAI product for a 58,000ha evergreen needleleaf forest located in the western Rocky Mountain range in northern Idaho by using lidar data to model (R2=0.86, RMSE=0.76) and map LAI at higher resolution across a large number of MODIS pixels in their entirety. Moderate resolution (30m) lidar-based LAI estimates were aggregated to the resolution of the 1-km MODIS LAI product and compared to temporally-coincident MODIS retrievals. Differences in the MODIS and lidar-derived values of LAI were grouped and analyzed by several different factors, including MODIS retrieval algorithm, sun/sensor geometry, and sub-pixel heterogeneity in both vegetation and terrain characteristics. Of particular interest is the disparity in the results when MODIS LAI was analyzed according to algorithm retrieval class. We observed relatively good agreement between lidar-derived and MODIS LAI values for pixels retrieved with the main RT algorithm without saturation for LAI LAI≤4. Moreover, for the entire range of LAI values, considerable overestimation of LAI (relative to lidar-derived LAI) occurred when either the main RT with saturation or back-up algorithm retrievals were used to populate the composite product regardless of sub-pixel vegetation structural complexity or sun/sensor geometry. These results are significant because algorithm retrievals based on the main radiative transfer algorithm with or without saturation are characterized as suitable for validation and subsequent ecosystem modeling, yet the magnitude of difference appears to be specific to retrieval quality class and vegetation structural characteristics.",Liberal Arts and Sciences,Geography and Earth Sciences,2011.0
2-s2.0-81355164093,Article,"Park improvement projects advanced with little or no financial resources may become important elements of community development. Such revitalization projects engage residents in collective efforts to enhance their neighborhood and, in the process, strengthen neighborhood ties. While the collective efforts often significantly improve deteriorating neighborhoods, they also may increase residents' attachment to the place. Participant observation of three community led park revitalization projects, focus groups exploring the notion of parks attachment in East St. Louis, and interviews with community activists and park district employees have provided the qualitative data used in this paper to arrive at three main conclusions. First, with few resources for physical improvements of parks, mobilization of neighborhood residents encourages innovative and creative ways to improve the quality of everyday life in that neighborhood. Second, the presence of an external organization with resources and experience can support the mobilization of local resources, and is often necessary for successful implementation of changes envisioned by community residents. Finally, active community participation in revitalization projects and ensuring community ownership of ideas are important steps that enhance attachment to a neighborhood park space and thereby enable its continued use and maintenance.",Liberal Arts and Sciences,Geography and Earth Sciences,2010.0
2-s2.0-81455131935,Conference Paper,"We present a heuristic algorithm for solving a series of resource allocation and scheduling problems. Given a resource of fixed size in a system, the problems are to schedule jobs with resource requirements, release and due dates, and priorities, so as to maximize the throughput, make span, or average completion time. The models have a wide range of applications such as bandwidth allocation for sessions in communication networks and resource reservations in cluster computing systems. Particularly, in order to speed up two bioinformatic pipelines ""GLECLUBS"" and ""eGLECLUBS"" we designed recently, which are used to predict cis-regulatory motifs in a large scale of prokaryotic genomes simultaneously, we employ the heuristic to schedule the packages in the pipelines for a genome or a group of genomes. Our heuristic algorithm is simple, efficient, and based on simulated annealing.",Computing and Informatics,Bioinformatics,2011.0
2-s2.0-81455141431,Article,"Many text collections with temporal references, such as news corpora and weblogs, are generated to report and discuss real life events. Thus, event-related tasks, such as detecting real life events that drive the generation of the text documents, tracking event evolutions, and investigating reports and commentaries about events of interest, are important when exploring such text collections. To incorporate and leverage human efforts in conducting such tasks, we propose a novel visual analytics approach named EventRiver. EventRiver integrates event-based automated text analysis and visualization to reveal the events motivating the text generation and the long term stories they construct. On the visualization, users can interactively conduct tasks such as event browsing, tracking, association, and investigation. A working prototype of EventRiver has been implemented for exploring news corpora. A set of case studies, experiments, and a preliminary user test have been conducted to evaluate its effectiveness and efficiency.",Computing and Informatics,Computer Science,2012.0
2-s2.0-81455143663,Article,"The adoption of XACML as the standard for specifying access control policies for various applications, especially web services is vastly increasing. This calls for high performance XACML policy evaluation engines. A policy evaluation engine can easily become a bottleneck when enforcing XACML policies with a large number of rules. In this paper we propose an adaptive approach for XACML policy optimization. We apply a clustering technique to policy sets based on the K-means algorithm. In addition to clustering we find that, since a policy set has a variable number of policies and a policy has a variable number of rules, their ordering is important for efficient execution. By clustering policy sets and reordering policies and rules in a policy set and policies respectively, we formulated and solved the optimal policy execution problem. The proposed clustering technique categorizes policies and rules within a policy set and policy respectively in respect to target subjects. When a request is received, it is redirected to applicable policies and rules that correspond to its subjects; hence, avoiding unnecessary evaluations from occurring. We also propose a usage based framework that computes access request statistics to dynamically optimize the ordering access control to policies within a policy set and rules within a policy. Reordering is applied to categorized policies and rules from our proposed clustering technique. To evaluate the performance of our framework, we conducted extensive experiments on XACML policies. We evaluated separately the improvement due to categorization and to reordering techniques, in order to assess the policy sets targeted by our techniques. The experimental results show that our approach is orders of magnitude more efficient than standard Sun PDP.",Computing and Informatics,SIS,2011.0
2-s2.0-81455158942,Article,"Variability in personality has been recognized in recent years as an important aspect of personality both conceptually and empirically. A relatively new and efficient method of obtaining variability information is frequency-based personality assessment (Edwards and Woehr, 2007). The purpose of the present research is to further examine the viability of frequency-based personality measurement as an alternative to traditional (Likert-type) measurement and to assess the usefulness of the variance-based parameters. Toward this end, three studies are presented. Specifically, Study 1 examined relationships between a frequency-based measure of the Big Five personality traits and several motivational variables. Study 2 examined the moderating role of temporal consistency information (provided by frequency-based measurement) on relationships between personality and peer ratings of task performance. Study 3 compared the frequency-based measure to a Likert-type measure with respect to each measure's susceptibility to deliberate response distortion. Results indicated that consistency information increases the predictive validity of agreeableness and conscientiousness and that a frequency-based format is less susceptible to faking than a Likert-type format for conscientiousness, emotional stability, and openness to experience.",Business,Management,2011.0
2-s2.0-81755166916,Article,"Using monthly data describing 23 cities in Texas from January, 1990, through December, 2008, the net impacts of various professional and collegiate sporting events on sales tax revenues are estimated. Contrary to the rhetoric offered by those who argue in favor of public subsidies to host professional sports franchises and mega-events, the authors find that regular season and many postseason games actually correspond with net decreases in economic activity in the host city, from which we infer that a professional sports franchise generates considerable substitution effects for the local population. The authors find that college football games have a positive impact on local host-city tax revenues and that the relative impact of a season of college football might be roughly equivalent to the relative impact of the Super Bowl.",Business,Economics,2011.0
2-s2.0-81755178992,Article,"This article describes Let's Talk, a counseling center outreach program. Counselors hold walk-in hours across campus to engage students who might not otherwise seek counseling. Locations are chosen to reach underserved communities. Counselors offer informal consultation, a less formal alternative to traditional counseling.",Education,Counseling,2011.0
2-s2.0-81855189665,Article,"Health behaviors, particularly physical activity, may promote cognitive health. The public agenda for health behaviors is influenced by popular media. We analyzed the cognitive health content of 20 United States magazines, examining every page of every 2006-2007 issue of the highest circulating magazines for general audiences, women, men, African Americans, and the health conscious (n = 178). Diet was the greatest focus. Physical activity coverage was limited. Important behavior-related cognitive health risks, including hypertension and diabetes, were not mentioned. Publications for African Americans had little cognitive health content. Coverage of cognitive health was not commensurate with growing evidence that health behaviors may help to maintain it. Findings may be useful to public health officials, health care providers, non-profit organizations that promote cognitive health, individuals evaluating cognitive health information in popular media, and those responsible for magazines or other media.",CHHS,Public Health,2011.0
